customer_id,customer_name,order_id,order_date,shipment_date,product_id,product_description,quantity,unit_price
3BRI04,BRITISH AIRWAYS PLC,1037.00,20/01/2014,23/04/2014,A4414A,L/JKT DEMONSTRATION MK20,150.00,27.45
3BRI04,BRITISH AIRWAYS PLC,1114.00,10/03/2014,01/04/2014,2124,L/JKT 102MK2BA PASS +VALISE BA,500.00,32.50
3BRI04,BRITISH AIRWAYS PLC,1211.00,28/05/2014,27/06/2014,A4414A,L/JKT DEMONSTRATION MK20,10.00,39.00
3BRI04,BRITISH AIRWAYS PLC,1211.00,28/05/2014,27/06/2014,2136,L/JKT 102MK2BA PASS +VAL STD,25.00,39.00
3BRI04,BRITISH AIRWAYS PLC,1211.00,28/05/2014,27/06/2014,A312305A01RFD,L/JKT Mk20 PASSENGER TT,100.00,41.50
3BRI04,BRITISH AIRWAYS PLC,1211.00,28/05/2014,27/06/2014,B1876A,VALISE L/J SEALED PASS (ADULT),100.00,55.45
3BRI35,BRISTOW HELICOPTERS LTD,1034.00,16/01/2014,18/02/2014,5804084,CONT. EMERGENCY AIDS A-11031,10.00,50.52
3CRU01,CRUISE LOCH LOMOND LTD,1081.00,31/01/2014,03/02/2014,FG-001,FG-001,1.00,200.00
3DAE01,DAECO LTD,1051.00,20/01/2014,24/01/2014,6096009,BATTERY SEACELL L8S,50.00,55.45
3EUR04,EUROCOPTER UK LTD,1012.00,15/01/2014,25/05/2014,1039,L/RAFT SS Mk15 BAe Sys India,2.00,250.00
3EUR04,EUROCOPTER UK LTD,1253.00,20/01/2015,20/03/2015,BT36,SEALIGHT ASSY L/JKTS,1.00,30.00
3FPT01,FPT INDUSTRIES LTD,1091.00,19/02/2014,31/07/2014,51287,L/R F14R VAL 124MK2-S CANADA,1.00,6665.33
3FPT01,FPT INDUSTRIES LTD,1091.00,19/02/2014,31/07/2014,51286,L/R F14R VAL 124MK2-P CANADA,1.00,6665.33
3FPT01,FPT INDUSTRIES LTD,1091.00,19/02/2014,31/07/2014,51281,L/R F14R VAL 124MK2-S FAR-135,1.00,6665.33
3FPT01,FPT INDUSTRIES LTD,1091.00,19/02/2014,31/07/2014,51287,L/R F14R VAL 124MK2-S CANADA,4.00,6665.33
3OCE01,OCEAN AIR LTD,1105.00,28/02/2014,22/05/2014,08211009R,HEAD OPER'G LEAF'D GIST STD,50.00,50.00
3SKY01,SKY WHEELS GROUP LTD,1044.00,20/01/2014,16/06/2014,11164009,SEALIGHT ASSY L/JKTS (TSO C85),22.00,6.96
3SKY01,SKY WHEELS GROUP LTD,1044.00,20/01/2014,16/06/2014,B1876A,VALISE L/J SEALED PASS (ADULT),20.00,10.35
3SKY01,SKY WHEELS GROUP LTD,1044.00,20/01/2014,16/06/2014,42542001,VALISE L/J Tamper Proof AD/CH,40.00,8.95
3TEC03,TECHTOOLS (MORDEN) LTD,1048.00,20/01/2014,01/04/2014,50864001,SURVIVA MK4 12DL L/RAFT MED,1.00,1090.91
4DAI02,AIRBUS OPERATIONS GMBH,1059.00,20/01/2014,25/03/2014,A316102A00RFD,L/JKT Mk22 INFANT BKL,2.00,93.95
4DAI02,AIRBUS OPERATIONS GMBH,1059.00,20/01/2014,25/03/2014,B1874B,VALISE L/J SEALED INFANT BKL,2.00,42.50
4DAI02,AIRBUS OPERATIONS GMBH,1168.00,20/05/2014,02/07/2014,A346600A00,COT SURVIVAL Mk4,8.00,295.00
4DAI02,AIRBUS OPERATIONS GMBH,1168.00,20/05/2014,02/07/2014,2260,L/JKT 105MK1 INFANT +VALISEtam,10.00,26.50
4DAI02,AIRBUS OPERATIONS GMBH,1169.00,20/05/2014,11/06/2014,2136,L/JKT 102MK2BA PASS +VAL STD,40.00,35.00
4DAI02,AIRBUS OPERATIONS GMBH,1170.00,20/05/2014,19/06/2014,2136,L/JKT 102MK2BA PASS +VAL STD,60.00,42.50
4DAI02,AIRBUS OPERATIONS GMBH,1171.00,20/05/2014,02/07/2014,2123,L/JKT 102Mk2BA CREW VALTamp BA,75.00,42.50
4DAI02,AIRBUS OPERATIONS GMBH,1207.00,20/05/2014,03/07/2014,2123,L/JKT 102Mk2BA CREW VALTamp BA,110.00,1702.00
4DAI02,AIRBUS OPERATIONS GMBH,1208.00,20/05/2014,03/07/2014,2123,L/JKT 102Mk2BA CREW VALTamp BA,85.00,44.00
4DAI02,AIRBUS OPERATIONS GMBH,1208.00,20/05/2014,03/07/2014,2408,L/JKT 102MK3 AD/CH Faa 10yr,225.00,12.00
4HEL01,HELI-ONE (NORWAY) AS,1054.00,20/01/2014,07/02/2014,40184001,BAG VACUUM 76S & 76P,5.00,22.63
4HEL01,HELI-ONE (NORWAY) AS,1054.00,20/01/2014,07/02/2014,5850009,SEAL WK37558 (FOR A1 VALVE),2.00,44.87
4HEL01,HELI-ONE (NORWAY) AS,1054.00,20/01/2014,07/02/2014,40182001,LINE MOORING SHORT Complete,10.00,17.28
4HEL01,HELI-ONE (NORWAY) AS,1195.00,26/05/2014,18/06/2014,41994001,BAG VACUUM SUPER PUMA MK 2,10.00,12.45
4HEL01,HELI-ONE (NORWAY) AS,1196.00,26/05/2014,19/06/2014,10085003,KIT REPAIR OUTFIT c/w BAG (NR),20.00,19.00
4HEL01,HELI-ONE (NORWAY) AS,1197.00,26/05/2014,12/06/2014,41999002,STRAP CYLINDER RET'ION 610mm,2.00,18.00
36954,MARITA HELLAS SA,1021.00,15/01/2014,22/05/2014,5502009,CORD P'ESTER 16Plt 10mm RED,300.00,3.09
36954,MARITA HELLAS SA,1021.00,15/01/2014,22/05/2014,5502009,CORD P'ESTER 16Plt 10mm RED,300.00,0.40
36954,MARITA HELLAS SA,1021.00,15/01/2014,22/05/2014,20815001,HANDLE 457MM,30.00,5.44
36954,MARITA HELLAS SA,1021.00,15/01/2014,22/05/2014,43392001,COVER PROTECTION VALVEmarark O,30.00,0.06
4SMB01,SMBC AVAITION CAPITAL LIMITED,1055.00,20/01/2014,26/05/2014,A346600A00,COT SURVIVAL Mk4,5.00,1054.00
4SOD01,SODIP S.A.R.L.,1254.00,30/01/2015,28/02/2015,1011,L/RAFT LRU23P c/w BELLOW,2.00,30.00
4SOD01,SODIP S.A.R.L.,1254.00,30/01/2015,28/02/2015,1009,L/RAFT SL30 Mk2 (Packed),5.00,89.00
4WIL05,UNITOR SHIPS SERVICE BV,1023.00,15/01/2014,20/05/2014,94046,SPARES DRY SERV MES1Apk M-ARK2,1.00,1874.00
6LID01,LIDER,1060.00,20/01/2014,14/02/2014,51166,L/R F10R Val122P FAR135.167,2.00,5502.67
6PRI02,PRINCESS CRUISES,1160.00,20/05/2014,23/05/2014,99999178,MARINARK General Travel Costs,2.00,1333.33
6PRI02,PRINCESS CRUISES,1160.00,20/05/2014,23/05/2014,99999197,MARINARK SERVICE DRY 430,2.00,20013.33
6PRI02,PRINCESS CRUISES,1160.00,20/05/2014,23/05/2014,99999198,MARINARK SERVICE WET 430,2.00,20013.33
6PRI02,PRINCESS CRUISES,1160.00,20/05/2014,23/05/2014,99999203,MARINARK SERVICE 109 O/C,7.00,2100.00
6PRI02,PRINCESS CRUISES,1160.00,20/05/2014,23/05/2014,99999177,MARINARK General Engineer Supp,10.00,33.33
7BOC02,BOC AVIATION (CAYMAN) LIMITED,1173.00,20/05/2014,08/07/2014,44563001,L/JKT DEMONSTRATION 102Mk3 Bkl,4.00,20.00
7BOC02,BOC AVIATION (CAYMAN) LIMITED,1173.00,20/05/2014,08/07/2014,2293,L/JKT 105mk1 INFANT Faa 10yrGE,8.00,20.80
7BOC02,BOC AVIATION (CAYMAN) LIMITED,1173.00,20/05/2014,08/07/2014,FREIGHT,Freight,1.00,4184.00
7CAT01,CATHAY PACIFIC AIRWAYS LTD,1210.00,28/05/2014,29/05/2014,A346600A00,COT SURVIVAL Mk4,15.00,325.00
7CAT01,CATHAY PACIFIC AIRWAYS LTD,1215.00,28/05/2014,05/06/2014,A346600A00,COT SURVIVAL Mk4,15.00,145.00
7DAE04,DAEWOO SHIPBUILDING AND MARINE,1046.00,20/01/2014,10/07/2015,8335,SURVIVA  6TO/ 4/A/1/18/SoLaS,4.00,1010.00
7DAE04,DAEWOO SHIPBUILDING AND MARINE,1046.00,20/01/2014,10/07/2015,12490,SURVIVA 20TO/ 9/A/1/18/SoLaS,4.00,1250.00
7DAE04,DAEWOO SHIPBUILDING AND MARINE,1046.00,20/01/2014,10/07/2015,20983081,CRADLE Mk10 Sz 4 LESS HRU,4.00,154.00
7DAE04,DAEWOO SHIPBUILDING AND MARINE,1046.00,20/01/2014,10/07/2015,20983061,CRADLE Mk10 Sz 9 LESS HRU,4.00,597.00
7DAE04,DAEWOO SHIPBUILDING AND MARINE,1046.00,20/01/2014,10/07/2015,5618009,HYDRO RELEASE 4-100 PERS. MED,4.00,64.00
7EMI01,EMIRATES,1108.00,07/03/2014,29/05/2014,A346600A00,COT SURVIVAL Mk4,10.00,230.00
7HAN02,HANJIN HEAVY INDUSTRIES,1049.00,20/01/2014,21/03/2016,8359,SURVIVA  6TO/ 4/A/1/36/SoLaS,1.00,710.00
7HAN02,HANJIN HEAVY INDUSTRIES,1049.00,20/01/2014,21/03/2016,13563,SURVIVA 25TO/ 9/A/1/36/SoLaS,2.00,1170.00
7HAN02,HANJIN HEAVY INDUSTRIES,1049.00,20/01/2014,21/03/2016,20983081,CRADLE Mk10 Sz 4 LESS HRU,1.00,145.00
7HAN02,HANJIN HEAVY INDUSTRIES,1049.00,20/01/2014,21/03/2016,20983061,CRADLE Mk10 Sz 9 LESS HRU,2.00,647.00
7HAN02,HANJIN HEAVY INDUSTRIES,1049.00,20/01/2014,21/03/2016,5618009,HYDRO RELEASE 4-100 PERS. MED,2.00,465.00
7HYU02,HYUNDAI HEAVY INDUSTRIES LTD.,1117.00,06/03/2014,06/02/2015,8359,SURVIVA  6TO/ 4/A/1/36/SoLaS,1.00,1000.00
7HYU02,HYUNDAI HEAVY INDUSTRIES LTD.,1117.00,06/03/2014,06/02/2015,41406,SURVIVA 16TO/ 7/A/1/36/SoLaS,4.00,1500.00
7HYU02,HYUNDAI HEAVY INDUSTRIES LTD.,1117.00,06/03/2014,06/02/2015,20983081,CRADLE Mk10 Sz 4 LESS HRU,1.00,6548.00
7HYU02,HYUNDAI HEAVY INDUSTRIES LTD.,1117.00,06/03/2014,06/02/2015,5618009,HYDRO RELEASE 4-100 PERS. MED,4.00,541.00
7SAK01,SAKO TRADING COMPANY,1182.00,22/05/2014,21/06/2014,8355,SURVIVA  6TO/ 4/A/3/18/SoLaS,5.00,875.00
7SAK01,SAKO TRADING COMPANY,1182.00,22/05/2014,21/06/2014,FREIGHT,Freight,1.00,250.00
7SAK01,SAKO TRADING COMPANY,1213.00,22/05/2014,20/06/2014,8355,SURVIVA  6TO/ 4/A/3/18/SoLaS,5.00,548.00
7SMS01,SMS SOLUTION CO.,1228.00,17/01/2014,31/07/2015,8359,SURVIVA  6TO/ 4/A/1/36/SoLaS,1.00,600.00
7SMS01,SMS SOLUTION CO.,1228.00,17/01/2014,31/07/2015,41406,SURVIVA 16TO/ 7/A/1/36/SoLaS,4.00,850.00
7SMS01,SMS SOLUTION CO.,1228.00,17/01/2014,31/07/2015,20983081,CRADLE Mk10 Sz 4 LESS HRU,1.00,142.00
7SMS01,SMS SOLUTION CO.,1228.00,17/01/2014,31/07/2015,20983041,CRADLE Mk10 Sz 6/7 LESS HRU,4.00,1547.00
7SMS01,SMS SOLUTION CO.,1228.00,17/01/2014,31/07/2015,5618009,HYDRO RELEASE 4-100 PERS. MED,4.00,455.00
7SPP01,SPP SHIPBUILDING CO.,1119.00,06/03/2014,10/04/2015,8359,SURVIVA  6TO/ 4/A/1/36/SoLaS,1.00,1000.00
7SPP01,SPP SHIPBUILDING CO.,1119.00,06/03/2014,10/04/2015,41406,SURVIVA 16TO/ 7/A/1/36/SoLaS,4.00,1500.00
7SPP01,SPP SHIPBUILDING CO.,1119.00,06/03/2014,10/04/2015,20983081,CRADLE Mk10 Sz 4 LESS HRU,1.00,154.00
7SPP01,SPP SHIPBUILDING CO.,1119.00,06/03/2014,10/04/2015,20983041,CRADLE Mk10 Sz 6/7 LESS HRU,4.00,597.00
7SPP01,SPP SHIPBUILDING CO.,1119.00,06/03/2014,10/04/2015,5618009,HYDRO RELEASE 4-100 PERS. MED,4.00,64.00
7SPP01,SPP SHIPBUILDING CO.,1031.00,16/01/2014,18/04/2014,20983041,CRADLE Mk10 Sz 6/7 LESS HRU,4.00,33.33
7SPP01,SPP SHIPBUILDING CO.,1031.00,16/01/2014,18/04/2014,41406,SURVIVA 16TO/ 7/A/1/36/SoLaS,4.00,733.33
7SPP01,SPP SHIPBUILDING CO.,1031.00,16/01/2014,18/04/2014,5618009,HYDRO RELEASE 4-100 PERS. MED,4.00,20.00
7SPP01,SPP SHIPBUILDING CO.,1031.00,16/01/2014,18/04/2014,5618009,HYDRO RELEASE 4-100 PERS. MED,4.00,20.00
7SPP01,SPP SHIPBUILDING CO.,1031.00,16/01/2014,18/04/2014,20983081,CRADLE Mk10 Sz 4 LESS HRU,1.00,33.33
7SPP01,SPP SHIPBUILDING CO.,1229.00,25/02/2014,08/05/2015,41409,SURVIVA 16TO/ 6/B+/1/25/SBG,4.00,716.67
7SPP01,SPP SHIPBUILDING CO.,1229.00,25/02/2014,08/05/2015,20983081,CRADLE Mk10 Sz 4 LESS HRU,1.00,154.00
7SPP01,SPP SHIPBUILDING CO.,1229.00,25/02/2014,08/05/2015,20983041,CRADLE Mk10 Sz 6/7 LESS HRU,4.00,597.00
7SPP01,SPP SHIPBUILDING CO.,1229.00,25/02/2014,08/05/2015,5618009,HYDRO RELEASE 4-100 PERS. MED,4.00,64.00
7UNI04,GRINDROD MARINE SERVICES -,1052.00,20/01/2014,24/03/2014,8355,SURVIVA  6TO/ 4/A/3/18/SoLaS,3.00,1200.00
